amount,previous_attempts,previous_successful_payments,previous_failed_payments,checkout_abandonment_minutes,hour_of_day,is_temporary_failure,failure_reason,recovered
5000,2,1,0,0,22,0,checkout_abandoned,0
5000,1,2,0,2,14,0,card_declined,1
5000,2,1,2,0,0,1,network_error,0
5000,1,4,2,0,3,1,temporary,1
5000,2,4,0,10,5,1,temporary,0
5000,2,2,0,0,9,0,insufficient_funds,0
7940,1,3,0,0,1,1,temporary,1
20724,3,1,0,0,19,0,card_declined,1
10226,2,0,3,10,23,1,temporary,0
12863,1,5,4,2,9,0,card_declined,0
20870,2,1,2,0,0,0,checkout_abandoned,0
8688,3,1,1,10,15,0,checkout_abandoned,1
5000,3,1,0,0,0,0,card_declined,0
13482,2,3,1,0,8,1,network_error,0
14371,3,2,1,1,2,1,network_error,1
9400,1,0,0,0,15,1,network_error,1
5000,2,4,2,1,21,1,network_error,1
5000,1,1,0,10,9,0,insufficient_funds,1
5000,3,5,0,1,9,1,temporary,1
10717,3,4,0,2,12,0,checkout_abandoned,1
5000,1,0,1,1,22,1,temporary,0
15319,1,1,1,10,16,0,insufficient_funds,1
18310,3,1,1,30,23,0,insufficient_funds,0
16304,2,2,1,2,7,0,insufficient_funds,0
16408,1,5,0,5,17,0,insufficient_funds,1
5000,1,2,0,2,22,0,card_declined,1
7963,2,4,2,30,4,1,temporary,1
5000,1,1,1,30,10,0,insufficient_funds,0
5000,1,2,0,30,23,1,network_error,1
5000,1,2,1,0,12,1,network_error,0
18485,1,1,2,1,10,0,checkout_abandoned,0
7791,3,2,0,2,14,1,temporary,1
36968,3,3,2,10,11,0,card_declined,1
5867,3,2,1,2,11,1,network_error,1
56829,1,5,1,1,15,1,temporary,1
5869,1,4,1,2,4,0,checkout_abandoned,1
5026,1,2,0,2,17,0,insufficient_funds,0
5000,2,4,1,2,19,0,card_declined,0
14921,1,0,1,5,23,0,checkout_abandoned,0
5000,1,2,1,1,18,1,network_error,1
5000,3,3,2,2,23,1,network_error,0
17698,2,0,0,0,12,1,temporary,1
15649,3,2,0,2,9,0,insufficient_funds,1
15245,1,0,0,0,16,0,checkout_abandoned,1
5000,3,4,0,0,3,0,checkout_abandoned,0
5000,3,0,0,0,10,1,temporary,0
5000,3,2,0,30,21,1,network_error,1
10748,2,1,0,2,0,0,checkout_abandoned,1
23238,3,3,0,0,2,0,checkout_abandoned,1
7102,2,1,0,30,15,1,network_error,1
35415,2,2,2,0,13,0,card_declined,0
12054,1,1,1,2,18,0,card_declined,0
5000,1,0,1,0,3,1,temporary,1
11256,3,2,1,10,10,1,network_error,1
27063,1,0,1,5,8,0,insufficient_funds,0
36253,1,2,0,10,22,0,insufficient_funds,1
16105,1,2,1,0,12,1,temporary,1
5042,2,1,0,30,2,0,card_declined,1
5000,3,4,0,30,16,1,network_error,1
8743,1,4,0,1,14,0,insufficient_funds,1
26212,1,2,0,2,23,0,insufficient_funds,0
7583,3,2,1,1,9,0,insufficient_funds,0
7742,1,0,2,10,22,0,card_declined,1
5173,2,1,0,5,7,1,network_error,1
5000,3,4,5,0,12,1,temporary,1
5000,2,1,0,1,7,0,insufficient_funds,0
5627,1,2,0,1,7,0,checkout_abandoned,0
27394,3,0,1,1,13,0,card_declined,0
5000,1,3,1,2,12,1,temporary,1
5180,1,2,2,0,21,0,card_declined,0
5000,1,4,0,0,8,1,temporary,1
10063,2,4,0,1,14,0,checkout_abandoned,1
19277,3,1,0,1,11,0,insufficient_funds,0
24946,2,3,1,30,20,0,checkout_abandoned,0
6023,1,1,2,10,21,0,insufficient_funds,0
8728,2,1,0,0,7,0,checkout_abandoned,0
5000,1,1,0,5,12,0,card_declined,1
8333,2,1,1,2,8,0,checkout_abandoned,0
6727,1,6,1,30,0,0,card_declined,1
5209,3,2,0,5,21,1,network_error,1
5640,3,3,1,2,16,0,checkout_abandoned,1
7722,3,2,1,0,22,1,network_error,0
5000,1,2,2,0,6,1,network_error,0
5000,1,1,1,0,8,0,card_declined,0
27101,1,0,0,30,5,0,card_declined,0
73905,3,1,1,30,8,0,card_declined,0
5000,3,2,1,30,18,0,insufficient_funds,0
5000,1,2,0,30,20,0,card_declined,1
5000,3,1,2,1,3,0,checkout_abandoned,1
5000,2,3,0,2,1,0,checkout_abandoned,0
12037,1,1,0,0,14,0,insufficient_funds,1
8877,1,0,1,0,3,1,network_error,1
5837,1,3,0,0,19,1,temporary,1
8340,3,3,0,0,2,1,temporary,1
5000,1,1,0,10,7,0,insufficient_funds,1
5000,1,6,1,10,7,1,temporary,1
5000,3,2,0,0,11,0,insufficient_funds,0
5000,1,3,0,5,20,0,card_declined,1
5000,1,2,2,0,13,0,insufficient_funds,1
5000,3,1,0,1,6,0,checkout_abandoned,0
10552,3,0,1,0,15,1,temporary,0
6281,2,6,2,0,12,0,card_declined,1
9054,3,2,0,10,23,0,checkout_abandoned,1
5000,3,2,1,0,23,1,network_error,0
5000,2,2,3,1,21,0,insufficient_funds,0
9539,3,2,2,2,4,0,insufficient_funds,1
5000,1,4,0,2,5,0,checkout_abandoned,0
16724,1,6,1,0,4,1,temporary,1
5000,3,1,2,5,13,0,checkout_abandoned,1
11422,1,0,1,0,19,1,temporary,1
5000,3,1,0,10,3,1,temporary,0
14029,2,1,0,5,23,1,temporary,0
121559,3,0,0,0,1,0,insufficient_funds,0
5000,2,4,0,0,12,1,temporary,1
9851,1,1,1,0,8,0,insufficient_funds,0
5000,2,1,1,1,21,1,network_error,1
7530,3,0,0,0,7,0,insufficient_funds,0
5000,3,2,0,2,4,0,insufficient_funds,1
5595,3,3,0,0,13,1,network_error,0
5000,3,2,2,30,1,0,checkout_abandoned,0
10727,3,0,0,0,15,1,network_error,0
5000,3,1,0,5,3,1,temporary,1
17011,2,3,1,1,9,0,insufficient_funds,1
5000,2,1,0,0,14,1,temporary,1
5000,2,4,2,0,20,1,network_error,0
24220,3,3,1,5,16,0,card_declined,0
5000,2,3,0,10,20,0,checkout_abandoned,0
33111,3,3,1,5,19,0,insufficient_funds,0
16669,3,3,0,0,17,0,insufficient_funds,1
5000,1,3,0,10,8,0,card_declined,0
5000,3,4,1,30,8,1,network_error,0
5547,3,0,1,5,20,0,checkout_abandoned,0
22613,2,1,2,0,5,1,temporary,1
7612,1,5,1,2,20,1,temporary,1
5862,1,2,2,0,2,1,temporary,1
5000,3,3,3,5,19,0,insufficient_funds,0
5000,1,2,1,10,6,1,network_error,1
18116,2,4,0,30,17,1,temporary,0
5000,2,0,1,10,23,1,temporary,0
5000,1,3,1,30,22,0,insufficient_funds,1
5000,3,2,1,0,10,0,card_declined,1
5000,2,3,0,0,3,0,card_declined,1
5000,1,1,1,10,9,0,insufficient_funds,1
5000,1,2,2,5,14,0,card_declined,1
21991,2,3,0,10,11,0,checkout_abandoned,0
5000,1,2,0,0,18,0,card_declined,0
9940,3,0,0,1,15,0,insufficient_funds,0
5000,2,3,0,5,0,1,network_error,1
8675,2,0,1,5,22,0,card_declined,0
5000,2,3,0,10,6,1,temporary,1
5000,1,2,1,0,2,1,network_error,1
5889,2,3,2,10,5,0,checkout_abandoned,0
5000,2,1,0,0,19,0,checkout_abandoned,1
5000,1,0,0,10,18,0,card_declined,0
12360,2,1,0,0,10,1,network_error,0
6266,2,1,2,0,12,0,insufficient_funds,0
5000,1,0,0,0,6,0,insufficient_funds,0
5000,3,2,0,0,23,1,temporary,0
5000,2,2,2,2,13,0,insufficient_funds,0
6148,1,1,1,10,2,1,temporary,0
24672,2,3,1,0,12,1,temporary,1
6021,1,2,0,2,1,0,card_declined,1
5000,2,0,1,0,3,0,insufficient_funds,0
6155,1,2,0,0,5,1,network_error,1
5000,2,0,0,0,2,0,checkout_abandoned,0
11661,1,2,0,2,20,0,card_declined,1
9015,1,1,1,5,15,0,insufficient_funds,0
5000,1,2,1,0,12,0,card_declined,1
8478,1,4,0,5,17,0,card_declined,1
5000,2,0,0,1,14,1,network_error,1
5000,1,1,1,10,14,0,card_declined,0
5000,1,3,1,2,13,1,network_error,1
7412,1,1,1,30,8,1,temporary,1
5000,3,4,1,5,0,0,insufficient_funds,0
9942,3,5,2,30,13,1,network_error,1
10544,1,2,1,30,18,1,temporary,1
5151,1,3,1,0,21,0,checkout_abandoned,1
5000,3,1,1,0,5,0,insufficient_funds,0
5000,3,2,2,0,22,1,network_error,0
13710,3,2,0,2,1,0,insufficient_funds,0
5000,1,2,1,2,5,1,temporary,1
14249,2,0,1,1,20,1,network_error,1
5000,1,3,1,0,2,1,network_error,1
5000,2,5,3,1,11,0,card_declined,1
5000,1,2,1,0,15,0,card_declined,1
5000,1,3,1,30,1,0,card_declined,0
9077,2,4,0,10,4,1,network_error,1
5000,3,5,1,0,9,1,network_error,1
8092,2,2,2,1,19,1,temporary,1
5372,3,2,1,5,18,1,temporary,1
5000,3,1,0,1,6,1,network_error,1
11552,3,1,1,0,9,0,insufficient_funds,0
5000,1,2,2,5,3,0,checkout_abandoned,0
6951,1,2,0,30,10,0,checkout_abandoned,1
24820,2,0,2,10,19,1,network_error,0
20742,3,2,2,0,2,0,card_declined,0
7257,3,2,0,10,5,1,network_error,1
5000,3,2,2,30,7,1,temporary,0
5000,1,1,1,30,0,0,insufficient_funds,0
5000,2,0,2,10,21,1,temporary,0
8465,1,1,2,0,19,1,temporary,0
5000,1,2,0,2,7,0,checkout_abandoned,0
10482,1,0,1,5,2,0,checkout_abandoned,0
41488,3,2,0,10,12,0,card_declined,1
5000,1,3,0,0,10,0,card_declined,1
5000,2,2,0,0,3,0,insufficient_funds,1
5000,3,2,1,30,9,0,card_declined,0
10684,3,4,1,5,22,0,insufficient_funds,1
5000,2,4,1,0,3,1,temporary,0
11811,2,2,0,30,21,0,checkout_abandoned,0
5000,2,2,1,1,0,1,temporary,1
11278,3,3,1,5,10,0,insufficient_funds,1
5000,3,0,0,30,2,0,checkout_abandoned,0
5000,2,3,2,10,16,1,temporary,1
5000,2,2,1,5,10,1,network_error,1
5000,2,3,1,2,14,1,network_error,1
35931,2,2,1,0,22,0,card_declined,0
5000,3,2,0,0,21,1,temporary,1
9362,1,1,0,0,17,0,card_declined,0
5000,3,3,2,0,8,0,checkout_abandoned,1
5000,2,2,1,1,17,1,temporary,0
5000,1,1,1,0,12,0,checkout_abandoned,0
14782,1,3,1,2,16,0,insufficient_funds,1
5000,2,5,0,2,16,0,card_declined,0
5000,1,3,0,5,18,0,card_declined,1
5741,1,2,0,0,17,1,temporary,1
8095,1,1,1,0,12,0,checkout_abandoned,0
25408,3,1,0,0,4,1,temporary,0
7000,3,3,0,5,23,1,temporary,0
9358,1,6,0,30,1,0,insufficient_funds,1
10089,3,1,2,0,14,1,temporary,0
5000,2,3,0,0,5,1,temporary,0
5000,3,4,0,30,15,1,network_error,1
5000,1,5,1,0,10,0,card_declined,1
5000,1,1,0,5,0,1,network_error,1
10888,1,4,0,30,22,0,checkout_abandoned,1
6568,3,3,2,30,18,0,checkout_abandoned,0
5321,2,3,0,0,8,0,card_declined,1
5000,1,4,2,0,8,0,card_declined,0
38387,3,0,0,1,13,0,card_declined,0
5000,3,1,0,30,18,1,network_error,0
38246,2,1,1,1,23,0,card_declined,1
5000,3,3,0,30,20,1,network_error,1
5000,1,4,1,10,1,0,checkout_abandoned,1
5000,2,2,0,2,0,0,card_declined,1
7059,3,1,0,10,4,0,card_declined,0
5000,2,2,0,30,9,1,network_error,1
5000,1,1,0,5,1,1,temporary,1
5000,3,2,0,5,21,1,temporary,1
10693,3,2,3,1,15,1,network_error,0
10011,3,2,0,30,3,0,insufficient_funds,1
30092,2,3,1,0,20,0,checkout_abandoned,0
5000,1,0,4,10,17,0,insufficient_funds,0
6116,1,1,0,30,7,1,temporary,1
5000,3,1,2,30,7,1,temporary,0
5000,3,2,0,30,16,0,card_declined,0
5000,1,2,1,0,12,0,card_declined,1
7820,2,4,0,30,22,1,temporary,1
13589,2,0,1,0,21,0,card_declined,0
13240,2,3,0,0,22,1,temporary,1
5000,2,1,1,2,15,0,insufficient_funds,0
13339,3,3,1,0,18,0,checkout_abandoned,1
5000,3,0,1,5,10,1,temporary,0
5000,1,1,1,30,18,1,network_error,1
5000,2,3,1,0,16,0,insufficient_funds,1
5000,3,3,0,0,12,0,insufficient_funds,1
28065,1,3,1,1,5,0,card_declined,1
6683,3,2,0,0,23,0,checkout_abandoned,1
5852,2,3,0,0,0,0,card_declined,1
5000,2,2,1,30,2,0,insufficient_funds,0
56725,1,5,1,30,14,0,card_declined,1
18124,3,2,0,2,9,0,checkout_abandoned,1
5000,2,3,1,5,20,0,card_declined,0
5000,2,1,0,0,1,1,temporary,1
5000,2,3,0,0,16,0,checkout_abandoned,1
5686,1,2,1,30,5,0,card_declined,1
5000,3,0,0,0,12,0,insufficient_funds,0
7622,1,0,0,5,10,0,card_declined,0
20996,1,2,0,30,3,1,network_error,1
5000,3,1,0,10,10,1,network_error,0
5000,1,4,0,1,2,1,temporary,1
5000,3,1,0,2,20,1,temporary,0
5000,2,3,0,2,6,1,network_error,1
36259,3,1,0,1,2,0,insufficient_funds,0
13382,1,3,0,30,23,1,temporary,1
12636,3,1,1,0,14,0,insufficient_funds,0
5000,1,1,0,30,11,0,insufficient_funds,0
5000,3,3,2,10,11,0,insufficient_funds,0
5000,2,3,0,0,19,0,insufficient_funds,1
10740,1,1,2,2,9,0,checkout_abandoned,0
8030,2,4,0,5,0,1,network_error,1
17782,1,0,0,30,16,0,insufficient_funds,1
5000,1,2,0,30,11,0,checkout_abandoned,1
5000,3,0,0,1,2,0,insufficient_funds,0
5825,2,0,0,0,5,0,checkout_abandoned,1
11990,3,2,2,10,8,0,checkout_abandoned,0
5000,3,2,0,5,22,0,card_declined,1
10260,2,3,1,2,19,0,insufficient_funds,1
5000,2,1,2,10,4,0,card_declined,0
5000,1,2,0,0,5,0,checkout_abandoned,1
5000,1,1,1,0,1,1,temporary,0
5000,3,1,0,1,4,0,checkout_abandoned,0
20904,1,3,1,1,3,0,checkout_abandoned,1
26230,2,1,0,0,12,1,network_error,0
7011,1,0,1,0,1,1,temporary,1
34961,3,1,0,1,13,0,card_declined,1
5000,2,1,1,0,7,0,insufficient_funds,0
12750,2,3,3,5,16,1,network_error,0
5000,3,1,1,0,23,0,insufficient_funds,0
5000,1,2,0,5,22,0,card_declined,0
5000,1,0,0,0,22,1,network_error,1
5000,2,1,1,0,13,0,card_declined,0
17802,1,2,2,2,13,1,temporary,1
5000,1,2,1,5,14,0,card_declined,1
5000,1,2,0,30,19,0,insufficient_funds,0
5000,3,1,1,1,6,0,checkout_abandoned,0
5000,1,1,0,30,9,1,network_error,1
28666,1,1,1,1,8,1,temporary,1
39885,3,2,1,10,21,1,temporary,0
5000,1,2,0,0,5,0,checkout_abandoned,0
5000,1,0,1,10,5,0,checkout_abandoned,1
5000,2,1,0,0,8,0,insufficient_funds,1
13204,1,4,1,0,9,0,card_declined,0
6545,3,5,0,0,17,0,checkout_abandoned,1
5000,2,0,0,1,2,0,insufficient_funds,1
5284,3,3,1,0,5,1,network_error,1
5000,1,4,0,10,22,1,network_error,1
24692,2,3,0,0,15,0,checkout_abandoned,0
8492,1,5,1,30,8,1,temporary,1
9602,1,4,0,0,23,0,insufficient_funds,1
5000,2,6,2,1,5,1,temporary,1
5000,3,3,3,5,15,0,insufficient_funds,1
39466,1,2,1,5,5,1,network_error,0
18511,3,4,1,10,16,1,temporary,0
5000,1,0,2,30,11,1,temporary,1
5000,1,3,0,0,3,1,temporary,0
5000,2,3,1,2,12,0,checkout_abandoned,0
27203,2,0,1,5,10,0,checkout_abandoned,0
6274,2,2,2,10,16,1,network_error,1
5000,3,3,0,0,21,1,network_error,1
5085,1,0,1,30,19,1,temporary,1
5000,3,3,1,0,7,0,card_declined,0
5000,3,1,1,5,16,0,checkout_abandoned,0
5097,3,3,1,30,13,0,card_declined,0
11449,1,1,0,0,11,0,insufficient_funds,0
5000,2,1,0,2,5,0,checkout_abandoned,0
5000,3,2,0,30,12,0,checkout_abandoned,1
13489,3,3,1,0,8,1,network_error,1
5000,3,3,1,10,23,1,network_error,0
6180,3,2,1,10,11,0,card_declined,0
5249,2,2,2,0,10,1,temporary,1
27292,1,1,5,5,1,0,card_declined,0
5000,1,4,1,30,7,0,insufficient_funds,0
5000,1,0,0,1,23,1,temporary,1
11555,3,1,0,0,15,0,checkout_abandoned,0
5000,1,1,0,0,17,0,checkout_abandoned,0
5000,2,2,0,30,16,1,network_error,1
5000,3,4,1,30,11,1,network_error,1
5000,1,1,1,10,22,0,checkout_abandoned,0
11480,2,2,1,2,7,0,checkout_abandoned,1
8554,2,2,0,0,8,0,insufficient_funds,1
5000,3,3,0,2,17,1,network_error,1
5634,2,3,3,10,12,0,card_declined,0
21816,2,3,1,10,9,0,insufficient_funds,1
5000,3,4,0,0,14,0,insufficient_funds,1
5682,3,4,1,5,19,1,network_error,1
5000,3,1,5,30,17,1,temporary,0
5000,3,1,1,0,10,1,temporary,0
5000,3,2,1,2,0,1,network_error,0
20146,3,1,1,2,19,0,card_declined,1
5000,3,0,1,2,21,1,temporary,1
13712,1,3,0,10,17,1,temporary,1
5000,2,4,1,30,4,1,network_error,0
5000,1,2,0,5,20,0,checkout_abandoned,1
16533,2,2,1,0,5,1,network_error,1
13278,2,1,2,2,20,0,insufficient_funds,0
6055,3,3,0,2,16,0,insufficient_funds,1
10521,2,0,0,0,12,0,insufficient_funds,1
5000,3,2,1,5,4,0,checkout_abandoned,1
5000,3,3,1,2,10,1,network_error,0
5000,3,1,2,0,3,1,temporary,1
12137,1,0,1,10,16,1,temporary,0
5000,3,2,1,0,22,0,card_declined,1
21701,1,2,0,10,19,0,card_declined,0
5000,2,1,0,2,15,0,card_declined,0
5016,2,3,0,30,23,0,checkout_abandoned,1
10495,1,1,1,0,22,1,temporary,1
5033,3,2,1,0,23,0,insufficient_funds,1
5000,3,1,1,1,1,1,network_error,1
5000,2,4,0,10,23,0,insufficient_funds,1
12013,1,7,1,2,0,1,temporary,1
5000,1,2,0,1,9,1,temporary,1
5000,1,1,0,1,6,0,card_declined,1
5000,3,0,0,10,20,1,network_error,0
11667,2,1,0,0,0,0,checkout_abandoned,1
5000,1,1,1,0,23,0,insufficient_funds,1
29980,2,4,0,0,10,0,card_declined,0
5000,3,3,2,0,1,1,network_error,1
5000,2,6,1,0,23,0,insufficient_funds,1
5000,2,0,0,0,1,0,card_declined,1
5000,1,1,2,5,8,0,insufficient_funds,1
5000,3,0,0,0,6,0,insufficient_funds,0
5000,1,2,1,0,17,0,checkout_abandoned,1
15303,3,2,0,1,5,1,network_error,1
5000,1,0,1,30,15,0,insufficient_funds,0
5000,1,3,1,30,2,0,card_declined,1
16756,2,3,3,0,0,1,temporary,0
23183,1,1,0,0,1,1,network_error,1
17246,1,3,1,0,5,1,temporary,0
5000,1,2,1,0,11,1,network_error,1
5000,3,1,1,10,15,1,temporary,0
30143,3,3,1,0,14,1,temporary,0
6255,1,2,2,0,2,1,temporary,0
5000,2,2,1,0,8,1,temporary,0
10080,2,3,0,2,10,0,card_declined,1
13457,2,3,0,0,9,0,checkout_abandoned,0
5000,2,2,1,0,16,0,card_declined,0
6120,3,3,0,2,11,0,card_declined,1
12413,2,5,1,30,8,0,insufficient_funds,1
5000,2,4,0,10,5,0,card_declined,1
5000,3,1,0,0,7,1,temporary,0
5000,2,3,0,0,19,0,card_declined,1
5000,1,1,1,0,17,0,checkout_abandoned,0
5000,1,1,1,0,10,1,network_error,1
7919,2,4,1,2,10,1,temporary,1
5000,1,0,0,2,7,0,insufficient_funds,1
5000,3,2,2,1,12,0,insufficient_funds,1
5174,2,1,0,0,21,0,insufficient_funds,1
5000,1,2,0,30,4,0,insufficient_funds,0
7546,2,2,2,1,14,1,network_error,1
15235,3,1,0,30,18,0,card_declined,1
5000,3,0,1,5,1,0,checkout_abandoned,0
5000,3,3,0,10,14,1,temporary,1
7139,3,0,2,1,14,0,insufficient_funds,0
5000,2,2,0,0,23,0,insufficient_funds,0
8406,3,0,0,0,9,1,network_error,0
109303,3,0,1,5,18,0,checkout_abandoned,0
5000,2,1,1,2,1,1,temporary,1
5000,2,3,1,0,14,0,checkout_abandoned,1
10338,3,2,0,10,6,0,card_declined,1
25471,2,0,0,0,14,1,temporary,0
13029,1,0,1,1,14,0,card_declined,1
5000,1,0,0,0,7,1,network_error,0
8633,2,1,1,0,20,0,card_declined,0
64339,1,2,3,1,10,0,insufficient_funds,1
9158,1,1,1,0,6,0,insufficient_funds,0
5000,1,2,1,1,16,1,temporary,1
6514,2,0,0,30,12,0,insufficient_funds,0
5000,2,2,1,10,12,0,insufficient_funds,0
16861,2,3,1,0,3,1,temporary,1
5000,2,1,0,2,22,0,checkout_abandoned,0
5293,3,5,0,0,8,1,temporary,0
5000,1,6,1,0,13,1,network_error,1
5000,2,3,0,1,3,1,network_error,1
21723,2,3,0,0,0,1,temporary,0
5450,1,3,0,0,17,0,insufficient_funds,1
5000,1,2,0,2,3,0,card_declined,1
5000,1,3,0,5,16,0,checkout_abandoned,1
5000,1,0,1,5,1,1,network_error,0
5000,1,1,0,30,7,0,checkout_abandoned,1
5497,1,0,0,0,21,0,card_declined,1
13098,1,6,1,0,13,1,temporary,1
5000,3,5,0,5,7,1,network_error,1
23636,3,1,4,2,2,1,network_error,0
5000,2,1,3,10,20,0,card_declined,0
5000,1,0,1,0,13,0,insufficient_funds,0
5000,3,0,0,0,10,1,temporary,0
13236,1,6,2,1,18,0,checkout_abandoned,1
40035,1,1,0,10,22,1,temporary,1
5000,2,3,0,0,16,0,checkout_abandoned,1
5000,2,0,0,30,11,1,network_error,0
17409,1,1,1,0,15,0,checkout_abandoned,0
5000,3,3,0,30,20,1,temporary,1
8661,1,1,1,5,6,1,network_error,1
16671,1,1,1,0,16,0,checkout_abandoned,0
5314,2,3,2,30,12,1,temporary,0
8520,2,2,0,0,6,1,network_error,1
28592,3,1,1,1,5,0,card_declined,0
34490,1,1,1,5,13,1,temporary,1
5000,2,4,0,0,4,1,network_error,0
5000,1,4,0,1,6,0,insufficient_funds,1
5000,1,2,1,0,9,0,card_declined,0
13055,2,2,0,0,4,0,card_declined,1
5000,3,3,0,2,7,0,insufficient_funds,0
5000,1,3,1,1,7,0,checkout_abandoned,0
5446,3,4,0,10,1,0,checkout_abandoned,1
5000,2,2,0,2,7,1,temporary,1
6501,2,1,0,2,15,0,insufficient_funds,1
63864,3,1,0,0,11,0,card_declined,0
5000,1,0,4,0,8,0,card_declined,0
5000,1,1,4,0,15,1,network_error,0
13566,3,4,0,30,4,1,network_error,1
6245,1,2,0,10,23,0,insufficient_funds,1
20729,3,3,1,0,1,0,checkout_abandoned,1
5794,3,2,0,1,11,0,card_declined,1
5000,3,1,0,2,18,1,network_error,1
5000,2,4,0,0,18,1,network_error,1
5000,2,5,0,0,11,1,temporary,1
5000,3,4,0,30,11,0,card_declined,0
7182,1,1,0,0,21,0,insufficient_funds,1
5000,1,4,0,10,10,0,insufficient_funds,1
17250,2,1,1,5,0,0,insufficient_funds,1
5065,2,1,1,1,9,0,checkout_abandoned,0
5000,3,2,0,2,1,0,checkout_abandoned,1
5000,3,3,3,0,21,1,network_error,0
9156,2,3,0,0,5,0,checkout_abandoned,0
5000,1,1,0,5,3,1,temporary,1
5000,1,0,2,10,15,0,insufficient_funds,0
16128,3,1,0,5,6,0,card_declined,1
7006,2,4,1,5,17,1,temporary,1
5000,2,1,1,30,17,1,network_error,0
9334,2,3,0,0,12,0,checkout_abandoned,1
5000,3,3,0,0,7,0,insufficient_funds,1
7208,1,2,0,0,6,0,card_declined,0
5000,1,2,1,5,0,0,insufficient_funds,1
38964,3,2,1,2,21,1,temporary,0
5000,2,3,0,0,5,1,temporary,1
23295,3,3,1,10,11,0,insufficient_funds,0
5000,1,1,0,30,0,0,card_declined,1
11015,1,1,0,0,12,1,network_error,1
10241,3,2,1,0,7,1,temporary,1
15472,3,1,1,5,12,0,card_declined,0
5000,1,1,0,1,7,0,insufficient_funds,0
14409,3,1,0,5,18,1,network_error,1
31145,1,2,0,5,22,0,card_declined,1
5000,1,1,0,0,15,1,temporary,1
5088,3,0,0,10,19,0,checkout_abandoned,0
5000,1,1,0,0,11,0,checkout_abandoned,0
5000,1,3,1,5,2,1,network_error,1
27212,1,3,2,30,8,0,card_declined,0
5000,2,1,0,1,2,0,insufficient_funds,0
5000,1,4,0,0,1,1,temporary,1
24609,1,2,1,30,23,0,card_declined,0
9177,1,2,2,1,11,1,network_error,1
40960,2,3,0,2,16,0,card_declined,1
5000,2,1,1,0,10,0,card_declined,0
5576,1,1,3,2,15,0,card_declined,0
5000,2,2,0,0,7,0,insufficient_funds,0
5672,2,3,1,10,14,1,network_error,1
5000,2,6,1,2,12,0,insufficient_funds,1
9749,2,2,0,1,3,1,network_error,0
6791,1,1,0,5,13,1,temporary,1
5000,2,5,1,2,6,0,insufficient_funds,0
5000,3,0,1,1,13,0,card_declined,0
5000,1,1,2,0,10,0,insufficient_funds,0
10175,1,1,0,0,7,1,network_error,1
5000,1,1,2,0,10,0,insufficient_funds,1
8200,3,4,0,1,1,1,temporary,1
39122,3,4,1,1,23,0,checkout_abandoned,1
21709,3,4,0,30,13,0,checkout_abandoned,0
5000,1,3,0,0,1,1,network_error,1
5000,2,2,1,1,3,1,network_error,1
7490,1,4,1,0,0,1,temporary,0
5000,3,2,1,0,6,0,checkout_abandoned,0
5000,2,3,0,1,21,1,temporary,1
7225,2,2,4,0,17,0,checkout_abandoned,1
5000,2,1,1,5,21,1,temporary,1
33333,3,2,1,10,11,0,checkout_abandoned,1
5000,3,2,1,0,6,1,network_error,1
15803,3,4,1,0,9,0,card_declined,0
5000,2,1,0,2,7,1,temporary,1
5000,3,2,2,0,20,1,network_error,1
10113,3,2,0,0,14,0,checkout_abandoned,0
14526,2,2,1,5,19,0,card_declined,0
5000,3,1,0,0,4,1,network_error,0
5034,3,4,1,2,21,0,checkout_abandoned,1
5000,3,1,1,0,21,0,checkout_abandoned,0
5000,1,1,2,10,14,0,card_declined,0
11349,3,2,0,5,6,1,network_error,0
5000,2,5,0,0,14,0,checkout_abandoned,1
5000,1,1,0,2,1,0,card_declined,0
5000,2,3,2,1,4,1,network_error,0
5000,3,2,0,30,12,0,card_declined,0
28512,3,1,0,0,23,1,network_error,0
5286,3,2,1,5,17,1,network_error,1
5000,3,2,2,2,5,0,insufficient_funds,0
5000,2,2,0,30,22,1,network_error,1
5000,3,2,2,5,11,0,card_declined,0
5000,1,1,0,0,14,0,insufficient_funds,0
19155,1,2,1,0,19,0,checkout_abandoned,0
5000,1,3,0,2,2,0,checkout_abandoned,1
32556,3,2,0,10,4,0,checkout_abandoned,1
5000,2,3,0,2,15,0,insufficient_funds,1
5000,3,1,3,2,10,0,card_declined,0
9329,2,2,0,2,2,0,card_declined,1
5000,2,2,0,0,3,1,temporary,1
6032,3,1,0,30,4,0,insufficient_funds,1
5000,2,1,1,0,11,0,checkout_abandoned,0
21721,2,3,0,2,7,0,insufficient_funds,0
12896,1,1,0,10,21,0,checkout_abandoned,0
5000,2,1,0,0,1,0,card_declined,1
17019,1,1,3,1,10,1,temporary,1
5000,1,1,0,5,8,0,checkout_abandoned,1
5000,1,0,2,0,3,0,card_declined,0
5985,1,1,0,0,18,0,card_declined,0
5000,1,4,1,5,18,0,insufficient_funds,1
22890,1,2,0,0,1,0,card_declined,1
6909,1,0,2,1,12,0,card_declined,1
6036,3,2,1,2,11,0,insufficient_funds,1
12096,1,2,0,10,1,1,network_error,1
14659,2,1,2,0,5,0,card_declined,0
10760,1,2,1,2,8,1,temporary,1
20322,3,1,2,5,13,1,network_error,0
9033,1,4,1,1,11,0,insufficient_funds,0
5811,3,2,2,1,11,0,card_declined,0
16969,2,1,0,1,17,1,network_error,1
5000,3,0,0,10,3,0,checkout_abandoned,1
